code,description
K732,"Hepatitis crónica activa, no clasificada en otra parte"
K738,"Otras hepatitis crónicas, no clasificadas en otra parte"
K739,"Hepatitis crónica, no especificada"
K720,Insuficiencia hepática aguda o subaguda
K721,Insuficiencia hepática crónica
K729,"Insuficiencia hepática, no especificada"
K710,"Enfermedad tóxica del hígado, con colestasis"
K711,Enfermedad tóxica del hígado con necrosis hepática
K712,Enfermedad tóxica del hígado con hepatitis aguda
K700,Hígado alcohólico adiposo
K701,Hepatitis alcohólica
K702,"Fibrosis y esclerosis del hígado, alcohólica"
K820,Obstrucción de la vesícula biliar
K821,Hidropesía de la vesícula biliar
K822,Perforación de la vesícula biliar
K810,Colecistitis aguda
K811,Colecistitis crónica
K818,Otras colecistitis
K819,"Colecistitis, no especificada"
K800,Cálculo de la vesícula biliar con colecistitis aguda
K801,Cálculo de la vesícula biliar con otra colecistitis
K802,Cálculo de la vesícula biliar sin colecistitis
K803,Cálculo de conducto biliar con colangitis
K804,Cálculo de conducto biliar con colecistitis
K930,"Trastornos tuberculosos del intestino, peritoneo y ganglios mesentéricos (A18.3)"
K931,Megacolon en la enfermedad de Chagas (B57.3)
K938,Trastornos de otros órganos digestivos especificados en enfermedades clasificadas en otra parte
K920,Hematemesis
K921,Melena
K922,"Hemorragia gastrointestinal, no especificada"
K928,Otras enfermedades especificadas del sistema digestivo
K929,"Enfermedad del sistema digestivo, no especificada"
K910,Vómito postcirugía gastrointestinal
K911,Síndromes consecutivos a la cirugía gástrica
K912,"Malabsorción postquirúrgica, no clasificada en otra parte"
K913,Obstrucción intestinal postoperatoria
K900,Enfermedad celíaca
K901,Esprue tropical
K902,"Síndrome del asa ciega, no clasificado en otra parte"
K903,Esteatorrea pancreática
K904,"Malabsorción debida a intolerancia, no clasificada en otra parte"
K908,Otros tipos de malabsorción intestinal
I258,Otras formas de enfermedad isquémica crónica del corazón
I259,"Enfermedad isquémica crónica del corazón, no especificada"
J430,Síndrome de MacLeod
J431,Enfisema panlobular
J432,Enfisema centrolobular
J438,Otros tipos de enfisema
J439,"Enfisema, no especificado"
J410,Bronquitis crónica simple
J411,Bronquitis crónica mucopurulenta
J418,Bronquitis crónica mixta simple y mucopurulenta
S448,Traumatismo de otros nervios a nivel del hombro y del brazo
S449,Traumatismo de nervio no especificado a nivel del hombro y del brazo
B029,Herpes zoster sin complicaciones
J840,Afecciones alveolares y alveoloparietales
J841,Otras enfermedades pulmonares intersticiales con fibrosis
J848,Otras enfermedades pulmonares intersticiales especificadas
J849,"Enfermedad pulmonar intersticial, no especificada"
J860,Piotórax con fístula
J869,Piotórax sin fístula
J850,Gangrena y necrosis del pulmón
J851,Absceso del pulmón con neumonía
J852,Absceso del pulmón sin neumonía
J853,Absceso del mediastino
J940,Quilotórax
J941,Fibrotórax
J942,Hemotórax
J948,Otras afecciones especificadas de la pleura
J949,"Afección pleural, no especificada"
J930,Neumotórax espontáneo a presión
J931,Otros tipos de neumotórax espontáneo
J938,Otros neumotórax
J939,"Neumotórax, no especificado"
J920,Paquipleuritis con asbestosis
J929,Paquipleuritis sin asbestosis
J980,"Enfermedades de la tráquea y de los bronquios, no clasificadas en otra parte"
J981,Colapso pulmonar
J982,Enfisema intersticial
J983,Enfisema compensatorio
J984,Otros trastornos del pulmón
J985,"Enfermedades del mediastino, no clasificadas en otra parte"
J986,Trastornos del diafragma
J960,Insuficiencia respiratoria aguda
J961,Insuficiencia respiratoria crónica
J969,"Insuficiencia respiratoria, no especificada"
J950,Funcionamiento defectuoso de la traqueostomía
J951,Insuficiencia pulmonar aguda consecutiva a cirugía torácica
J952,Insuficiencia pulmonar aguda consecutiva a cirugía extratorácica
J953,Insuficiencia pulmonar crónica consecutiva a cirugía
J954,Síndrome de Mendelson
J955,Estenosis subglótica consecutiva a procedimientos
I280,Fístula arteriovenosa de los vasos pulmonares
I281,Aneurisma de la arteria pulmonar
I288,Otras enfermedades especificadas de los vasos pulmonares
I289,"Enfermedad de los vasos pulmonares, no especificada"
I271,Enfermedad cifoscoliótica del corazón
I272,Otras hipertensiones pulmonares secundarias
I278,Otras enfermedades cardiopulmonares especificadas
I279,"Enfermedad pulmonar del corazón, no especificada"
I260,Embolia pulmonar con mención de corazón pulmonar agudo
I269,Embolia pulmonar sin mención de corazón pulmonar agudo
I310,Pericarditis crónica adhesiva
I311,Pericarditis constrictiva crónica
I312,"Hemopericardio, no clasificado en otra parte"
I313,Derrame pericárdico (no inflamatorio)
I318,Otras enfermedades especificadas del pericardio
I319,"Enfermedad del pericardio, no especificada"
I300,Pericarditis idiopática aguda inespecífica
I301,Pericarditis infecciosa
I308,Otras formas de pericarditis aguda
I309,"Pericarditis aguda, no especificada"
S858,Traumatismo de otros vasos sanguíneos a nivel de la pierna
S859,Traumatismo de vaso sanguíneo no especificado a nivel de la pierna
T053,Amputación traumática de ambos pies
T054,"Amputación traumática de un pie y la otra pierna [cualquier nivel, excepto pie]"
T055,Amputación traumática de ambas piernas [cualquier nivel]
T056,"Amputación traumática de miembros superior(es) e inferior(es), cualquier combinación [cualquier nivel]"
T058,Amputación traumática que afecta otras combinaciones de regiones del cuerpo
T059,"Amputaciones traumáticas múltiples, no especificadas"
T041,"Traumatismos por aplastamiento que afectan el tórax con el abdomen, la región lumbosacra y la pelvis"
T042,Traumatismos por aplastamiento que afectan múltiples regiones del (de los) miembro(s) superior(es)
T043,Traumatismos por aplastamiento que afectan múltiples regiones del (de los) miembro(s) inferior(es)
T044,Traumatismos por aplastamiento que afectan múltiples regiones del (de los) miembro(s) superior(es) con miembros inferior(es)
T047,"Traumatismos por aplastamiento del tórax, del abdomen, de la región lumbosacra y de la pelvis con miembro(s)"
T048,Traumatismos por aplastamiento que afectan otras combinaciones de regiones del cuerpo
T049,"Traumatismos por aplastamiento múltiple, no especificados"
T031,"Luxaciones, torceduras y esguinces que afectan el tórax con la región lumbosacra y la pelvis"
T032,"Luxaciones, torceduras y esguinces que afectan múltiples regiones del (de los) miembros(s) superior(es)"
T033,"Luxaciones, torceduras y esguinces que afectan múltiples regiones del (de los) miembros(s) inferior(es)"
T034,"Luxaciones, torceduras y esguinces que afectan múltiples regiones del (de los) miembro(s) superior(es) con miembro(s) inferior(es)"
T038,"Luxaciones, torceduras y esguinces que afectan otras combinaciones de regiones del cuerpo"
T039,"Luxaciones, torceduras y esguinces múltiples, no especificados"
T021,Fracturas que afectan el tórax con la región lumbosacra y la pelvis
T022,Fracturas que afectan múltiples regiones de un miembro superior
T023,Fracturas que afectan múltiples regiones de un miembro inferior
T024,Fracturas que afectan múltiples regiones de ambos miembros superiores
T025,Fracturas que afectan múltiples regiones de ambos miembros inferiores
T026,Fracturas que afectan múltiples regiones de miembro(s) superior(es) con miembro(s) inferior(es)
T027,Fracturas que afectan el tórax con la región lumbosacra y la pelvis con miembro(s)
T028,Fracturas que afectan otras combinaciones de las regiones del cuerpo
T029,"Fracturas múltiples, no especificadas"
B232,"Enfermedad por VIH, resultante en anormalidades inmuno­lógicas y hematológicas, no clasificadas en otra parte"
B238,"Enfermedad por VIH, resultante en otras afecciones especificadas"
I630,Infarto cerebral debido a trombosis de arterias precerebrales
I631,Infarto cerebral debido a embolia de arterias precerebrales
I632,Infarto cerebral debido a oclusión o estenosis no especificada de arterias precerebrales
I633,Infarto cerebral debido a trombosis de arterias cerebrales
I634,Infarto cerebral debido a embolia de arterias cerebrales
I635,Infarto cerebral debido a oclusión o estenosis no especificada de arterias cerebrales
I636,"Infarto cerebral debido a trombosis de venas cerebrales, no piógeno"
I638,Otros infartos cerebrales
I639,"Infarto cerebral, no especificado"
I620,Hemorragia subdural (aguda) (no traumática)
I621,Hemorragia extradural no traumática
I629,"Hemorragia intracraneal (no traumática), no especificada"
I610,"Hemorragia intracerebral en hemisferio, subcortical"
I611,"Hemorragia intracerebral en hemisferio, cortical"
I612,"Hemorragia intracerebral en hemisferio, no especificada"
I613,Hemorragia intraencefálica en tallo cerebral
I614,Hemorragia intraencefálica en cerebelo
I615,"Hemorragia intraencefálica, intraventricular"
I616,Hemorragia intraencefálica de localizaciones múltiples
I618,Otras hemorragias intraencefálicas
I619,"Hemorragia intraencefálica, no especificada"
I600,Hemorragia subaracnoidea de sifón y bifurcación carotídea
I601,Hemorragia subaracnoidea de arteria cerebral media
I602,Hemorragia subaracnoidea de arteria comunicante anterior
I603,Hemorragia subaracnoidea de arteria comunicante posterior
I604,Hemorragia subaracnoidea de arteria basilar
I605,Hemorragia subaracnoidea de arteria vertebral
I606,Hemorragia subaracnoidea de otras arterias intracraneales
I607,Hemorragia subaracnoidea de arteria intracraneal no especificada
I608,Otras hemorragias subaracnoideas
I609,"Hemorragia subaracnoidea, no especificada"
I740,Embolia y trombosis de la aorta abdominal
I741,Embolia y trombosis de otras porciones y las no especificadas de la aorta
I742,Embolia y trombosis de arterias de los miembros superiores
I743,Embolia y trombosis de arterias de los miembros inferiores
I744,"Embolia y trombosis de arterias de los miembros, no especificadas"
I745,Embolia y trombosis de arteria iliaca
I748,Embolia y trombosis de otras arterias
I749,Embolia y trombosis de arteria no especificada
I730,Síndrome de Raynaud
I731,Tromboangeítis obliterante [Buerger]
I738,Otras enfermedades vasculares periféricas especificadas
I739,"Enfermedad vascular periférica, no especificada"
I720,Aneurisma de la arteria carótida
I721,Aneurisma de arteria del miembro superior
I722,Aneurisma de arteria renal
I723,Aneurisma de arteria iliaca
I724,Aneurisma de arteria del miembro inferior
I710,Disección de aorta (cualquier parte)
I711,Ruptura de aneurisma de la aorta torácica
I712,"Aneurisma de la aorta torácica, sin mención de ruptura"
I713,Ruptura de aneurisma de la aorta abdominal
I714,"Aneurisma de la aorta abdominal, sin mención de ruptura"
I715,Ruptura de aneurisma de la aorta toracoabdominal
I716,"Aneurisma de la aorta toracoabdominal, sin mención de ruptura"
I718,"Ruptura de aneurisma aórtico, sitio no especificado"
I719,"Aneurisma de la aorta, sitio no especificado, sin mención de ruptura"
I700,Aterosclerosis de la aorta
I701,Aterosclerosis de la arteria renal
I702,Aterosclerosis de las arterias de los miembros
I708,Aterosclerosis de otras arterias
I709,Aterosclerosis generalizada y la no especificada
I840,Hemorroides internas trombosadas
I841,Hemorroides internas con otras complicaciones
I842,Hemorroides internas sin complicación
I843,Hemorroides externas trombosadas
I844,Hemorroides externas con otras complicaciones
I845,Hemorroides externas sin complicación
I846,"Prominencias cutáneas, residuo de hemorroides"
I847,Hemorroides trombosadas no especificadas
I848,"Hemorroides no especificadas, con otras complicaciones"
I849,"Hemorroides no especificadas, sin complicación"
I830,Venas varicosas de los miembros inferiores con úlcera
I831,Venas varicosas de los miembros inferiores con inflamación
I832,Venas varicosas de los miembros inferiores con úlcera e inflamación
I839,Venas varicosas de los miembros inferiores sin úlcera ni inflamación
I820,Síndrome de Budd–Chiari
I821,Tromboflebitis migratoria
I822,Embolia y trombosis de vena cava
I823,Embolia y trombosis de vena renal
I828,Embolia y trombosis de otras venas especificadas
I829,Embolia y trombosis de vena no especificada
I800,Flebitis y tromboflebitis de vasos superficiales de los miembros inferiores
I801,Flebitis y tromboflebitis de la vena femoral
I802,Flebitis y tromboflebitis de otros vasos profundos de los miembros inferiores
I803,"Flebitis y tromboflebitis de los miembros inferiores, no especificada"
I808,Flebitis y tromboflebitis de otros sitios
I809,Flebitis y tromboflebitis de sitio no especificado
I980,Sífilis cardiovascular
I981,Trastornos cardiovasculares en otras enfermedades infecciosas y parasitarias clasificadas en otra parte
I982,Várices esofágicas en enfermedades clasificadas en otra parte
